id,name,summary,space,description,neighborhood_overview,notes,transit,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,amenities_count,price_int,weekly_price_int,monthly_price_float
6290509,4,31.0,159.0,156,78.0,34.0,0.0,27189459,Fremont,2015-02-04,"Seattle, Washington, United States",0.0,within a few hours,90%,100%,f,Fremont,3.0,3.0,"['email', 'phone', 'reviews']",f,"Whitman Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.65294820957497,-122.34699531511043,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$99.00,$890.00,,$200.00,$88.00,1,$0.00,2,1125,today,0,,,,,,,,,,f,strict,f,f,2,,17,99,890,3867.05
2693700,3,40.0,162.0,178,65.0,12.0,34.0,13786376,Manuela,2014-04-01,"Seattle, Washington, United States",61.0,within an hour,100%,100%,t,Fremont,1.0,1.0,"['email', 'phone', 'reviews', 'jumio']",t,"Northwest Bowdoin Place, Seattle, WA 98107, United States",Fremont,Fremont,Other neighborhoods,Seattle,98107,47.65546605055918,-122.36142149759644,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$115.00,$750.00,,,$40.00,2,$0.00,1,1125,7 weeks ago,125,2014-06-04,2016-01-01,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,1,6.47,16,115,750,3258.75
7857241,5,69.0,25.0,182,76.0,62.0,11.0,41392507,Tommy And Elise,2015-08-13,"Seattle, Washington, United States",70.0,within a few hours,100%,100%,f,Fremont,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,"Baker Avenue Northwest, Seattle, WA 98107, United States",Fremont,Fremont,Other neighborhoods,Seattle,98107,47.657674560180205,-122.3586850491992,t,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$400.00,,,$100.00,$15.00,1,$0.00,3,5,2 months ago,4,2015-09-21,2015-11-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,1.13,18,400,2800,12166.0
8009814,2,39.0,27.0,162,64.0,40.0,13.0,36993883,Kate,2015-06-28,"Seattle, Washington, United States",144.0,,,,f,Wallingford,4.0,4.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,"North 46th Street, Seattle, WA 98103, United States",Wallingford,Fremont,Other neighborhoods,Seattle,98103,47.661280380953684,-122.34321991145416,t,House,Private room,1,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$62.00,$425.00,"$1,435.00",,$25.00,1,$0.00,7,365,3 months ago,1,2015-09-18,2015-09-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,1,0.28,16,62,425,1435.0
3963320,5,39.0,31.0,97,0.0,0.0,8.0,9444970,Jd,2013-10-15,"Seattle, Washington, United States",44.0,,,,f,,1.0,1.0,"['email', 'phone', 'reviews', 'jumio']",t,"Linden Avenue North, Seattle, WA 98103, United States",,Fremont,Other neighborhoods,Seattle,98103,47.65321431848841,-122.348586400394,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$135.00,,,,$20.00,2,$10.00,2,4,3 months ago,2,2014-09-01,2014-11-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,1,0.12,16,135,945,4106.02
6289789,6,33.0,157.0,155,91.0,0.0,0.0,32689598,Lori,2015-05-05,US,36.0,within a few hours,80%,100%,f,Fremont,3.0,3.0,"['email', 'phone', 'reviews']",f,"Woodland Park Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.66025964397769,-122.344808988043,t,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$119.00,$749.00,"$2,800.00",$200.00,$88.00,1,$0.00,2,1125,4 weeks ago,1,2015-12-01,2015-12-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,3,0.86,19,119,749,2800.0
1513847,3,41.0,73.0,175,31.0,32.0,41.0,8083183,Joni,2013-08-11,"Seattle, Washington, United States",50.0,within an hour,100%,100%,t,Fremont,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,"North 44th Street, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.65873258452463,-122.34344225624918,t,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$200.00,"$1,200.00","$4,800.00",$95.00,$85.00,2,$25.00,2,365,today,20,2013-09-29,2015-12-17,99.0,10.0,10.0,10.0,10.0,10.0,9.0,t,flexible,f,f,1,0.72,19,200,1200,4800.0
6183721,4,45.0,66.0,185,186.0,21.0,34.0,379533,Tina,2011-02-06,"Seattle, Washington, United States",79.0,within an hour,100%,100%,t,Fremont,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,"Francis Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.65259358971461,-122.35421841760132,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$160.00,"$1,050.00","$3,350.00",$100.00,$40.00,2,$10.00,2,1125,3 weeks ago,38,2015-05-04,2015-12-21,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,4.63,14,160,1050,3350.0
5061411,7,45.0,174.0,171,94.0,29.0,78.0,165390,Seth,2010-07-13,"Seattle, Washington, United States",159.0,within an hour,100%,100%,t,Wallingford,5.0,5.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio', 'kba']",t,"Linden Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.65265240959307,-122.34738294548008,t,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Shampoo}",$400.00,,"$5,900.00",$200.00,$125.00,6,$15.00,29,400,3 weeks ago,4,2015-03-29,2015-06-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,4,0.43,16,400,2800,5900.0
3594959,6,39.0,65.0,180,72.0,108.0,56.0,1809801,Becky And Jim,2012-02-25,"Seattle, Washington, United States",59.0,within a few hours,100%,100%,f,Fremont,1.0,1.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,"Greenwood Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.65630302900885,-122.35636804828108,t,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",$225.00,"$1,200.00","$3,200.00",$200.00,$100.00,4,$25.00,5,1125,2 weeks ago,8,2014-08-11,2015-10-01,95.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict,f,f,1,0.47,17,225,1200,3200.0
637710,7,31.0,167.0,160,111.0,58.0,47.0,3181546,Farhad,2012-08-07,"Seattle, Washington, United States",62.0,within a day,75%,100%,f,Fremont,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,"N 35th St, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.651608623675536,-122.35606647053429,t,House,Entire home/apt,7,1.0,3.0,7.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer}",$240.00,"$1,200.00","$3,250.00",,,7,$40.00,3,60,3 months ago,44,2013-01-14,2015-09-08,93.0,9.0,8.0,9.0,9.0,10.0,9.0,f,moderate,f,f,1,1.22,10,240,1200,3250.0
8968494,6,38.0,0.0,38,0.0,0.0,0.0,6979871,Beate,2013-06-18,"Seattle, Washington, United States",39.0,within a day,80%,100%,f,Fremont,2.0,2.0,"['email', 'phone', 'reviews']",f,"Fremont Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.659626710150796,-122.35084688804072,t,House,Private room,1,1.5,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,Essentials}",$50.00,$300.00,"$1,000.00",,,1,$0.00,1,1125,5 weeks ago,2,2015-11-08,2015-11-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,2,1.03,7,50,300,1000.0
1702092,4,37.0,156.0,151,0.0,0.0,10.0,8986560,Sarah,2013-09-22,US,0.0,within a day,67%,,f,Fremont,1.0,1.0,"['email', 'phone', 'reviews']",f,"Linden Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.662958007611195,-122.34866640561056,t,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Shampoo}",$165.00,$840.00,"$2,700.00",$300.00,$60.00,2,$15.00,2,1125,yesterday,6,2014-06-21,2015-10-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,0.32,13,165,840,2700.0
5781547,5,44.0,72.0,182,26.0,37.0,31.0,29994384,Kat,2015-03-25,Camano Island,0.0,within a few hours,100%,100%,f,Fremont,1.0,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,"3rd Avenue Northwest, Seattle, WA 98107, United States",Fremont,Fremont,Other neighborhoods,Seattle,98107,47.664626005015954,-122.35977164822907,t,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$350.00,"$2,211.00","$7,350.00",$350.00,$175.00,1,$0.00,2,1125,4 days ago,20,2015-04-13,2015-12-30,94.0,9.0,10.0,10.0,10.0,9.0,9.0,f,moderate,f,f,1,2.25,17,350,2211,7350.0
7821351,5,38.0,21.0,168,67.0,0.0,56.0,6979871,Beate,2013-06-18,"Seattle, Washington, United States",39.0,within a day,80%,100%,f,Fremont,2.0,2.0,"['email', 'phone', 'reviews']",f,"Fremont Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.6596601707567,-122.34944310749458,t,Townhouse,Entire home/apt,3,1.5,2.0,2.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$150.00,"$1,200.00",,$200.00,$100.00,1,$0.00,2,1125,5 weeks ago,2,2015-09-01,2015-09-08,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,2,0.48,15,150,1200,5214.0
6937071,4,22.0,143.0,171,0.0,0.0,30.0,19853154,Daniel,2014-08-11,"Seattle, Washington, United States",0.0,within a few hours,100%,,f,Fremont,1.0,1.0,"['email', 'phone', 'reviews', 'jumio']",t,"Albion Place North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.650562808124924,-122.34406339773157,t,Townhouse,Entire home/apt,4,2.5,3.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$150.00,$850.00,,,$60.00,1,$0.00,1,1125,6 months ago,2,2015-07-01,2015-07-05,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,1,0.32,14,150,850,3693.25
3258386,3,42.0,194.0,186,173.0,0.0,66.0,10921278,David,2013-12-30,"Seattle, Washington, United States",79.0,,,,f,Fremont,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,"North Bowdoin Place, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.6573248017592,-122.35700227708159,t,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$85.00,$595.00,,$220.00,$20.00,1,$5.00,4,365,4 months ago,15,2014-06-24,2015-09-01,93.0,10.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,1,0.8,11,85,595,2585.27
6592421,5,44.0,119.0,169,41.0,34.0,28.0,27189459,Fremont,2015-02-04,"Seattle, Washington, United States",0.0,within a few hours,90%,100%,f,Fremont,3.0,3.0,"['email', 'phone', 'reviews']",f,"Whitman Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.65490965768877,-122.34545220015845,t,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron}",$150.00,"$1,190.00","$4,200.00",$250.00,$105.00,1,$0.00,2,1125,today,8,2015-06-18,2015-12-15,88.0,9.0,9.0,8.0,9.0,9.0,9.0,f,strict,f,f,2,1.19,18,150,1190,4200.0
3143175,4,42.0,177.0,173,169.0,77.0,58.0,15958366,Shawn,2014-05-25,All over the Planet. I'm having a Maui Moment.,126.0,,,,f,Fremont,1.0,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,"North 36th Street, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.652114286247304,-122.34567423007601,t,Loft,Entire home/apt,5,1.0,1.0,5.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Essentials}",$79.00,,,$350.00,$75.00,2,$20.00,2,1125,3 months ago,53,2014-06-14,2015-09-15,95.0,9.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,1,2.79,6,79,553,2402.78
4322622,5,46.0,163.0,164,159.0,101.0,174.0,14140094,Liz,2014-04-10,"Seattle, Washington, United States",150.0,within an hour,100%,100%,f,Fremont,1.0,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,"Phinney Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.66392728217792,-122.35478632812843,t,Townhouse,Private room,3,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$76.00,$562.00,,,$30.00,2,$36.00,1,1125,today,11,2015-10-10,2015-12-15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,3.79,15,76,562,2441.89
9262389,3,41.0,58.0,173,0.0,46.0,0.0,11853720,Kristin,2014-02-01,"Seattle, Washington, United States",0.0,within an hour,100%,100%,f,Fremont,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,"Baker Avenue Northwest, Seattle, WA 98107, United States",Fremont,Fremont,Other neighborhoods,Seattle,98107,47.659869999399206,-122.35946442858999,t,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$78.00,,,,,1,$0.00,1,7,today,8,2015-11-16,2015-12-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,1,4.8,15,78,546,2372.37
6043482,5,26.0,33.0,162,25.0,0.0,31.0,4694909,Kevin,2013-01-14,"Bellevue, Washington, United States",17.0,,,,f,Fremont,1.0,1.0,"['email', 'phone', 'reviews', 'jumio']",t,"North 41st Street, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.65773936970419,-122.34991765655457,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Family/Kid Friendly"",Washer,""Smoke Detector"",Shampoo}",$50.00,,,,,1,$0.00,1,1125,8 months ago,1,2015-05-12,2015-05-12,,,,,,,,f,flexible,f,f,1,0.13,8,50,350,1520.75
8632651,5,37.0,0.0,37,0.0,0.0,0.0,11299221,Kelly,2014-01-14,"Seattle, Washington, United States",82.0,within an hour,92%,100%,f,Green Lake,4.0,4.0,"['email', 'phone', 'reviews', 'kba']",t,"Whitman Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.6552778242789,-122.34726183024799,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$135.00,"$1,000.00","$3,000.00",,,1,$0.00,4,1125,today,1,2015-12-02,2015-12-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,0.88,9,135,1000,3000.0
6107901,7,42.0,104.0,172,93.0,59.0,177.0,20219487,Mackenzie,2014-08-18,"Seattle, Washington, United States",26.0,within an hour,100%,100%,t,Fremont,3.0,3.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,"North 39th Street, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.65729607058643,-122.35092545550032,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$105.00,$650.00,,,$35.00,2,$0.00,2,1125,5 days ago,37,2015-05-19,2016-01-01,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,3,4.81,11,105,650,2824.25
4993710,6,51.0,10.0,138,44.0,0.0,18.0,25746073,Shawna,2015-01-07,"Kent, Washington, United States",0.0,within a few hours,67%,100%,f,Fremont,1.0,1.0,"['email', 'phone', 'reviews', 'jumio']",t,"Francis Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.653396611197174,-122.35352360168835,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$99.00,,,$100.00,$67.00,1,$0.00,1,1125,2 months ago,35,2015-02-05,2015-11-09,96.0,10.0,10.0,9.0,10.0,10.0,9.0,f,strict,f,f,1,3.14,13,99,693,3011.09
7853498,4,43.0,183.0,178,134.0,38.0,65.0,39845529,Bethany,2015-07-28,"Seattle, Washington, United States",80.0,within a day,100%,,f,Fremont,2.0,2.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,"Evanston Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.660112744737894,-122.35164622938272,t,Apartment,Shared room,1,1.0,1.0,1.0,Couch,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$65.00,,,,$10.00,1,$0.00,1,1125,a week ago,4,2015-08-16,2015-09-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,2,0.85,21,65,455,1976.97
430609,6,46.0,127.0,172,59.0,73.0,13.0,165390,Seth,2010-07-13,"Seattle, Washington, United States",159.0,within an hour,100%,100%,t,Wallingford,5.0,5.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio', 'kba']",t,"Linden Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.65883131385418,-122.34796651322183,t,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",$325.00,,,,$125.00,1,$0.00,1,1125,5 days ago,16,2015-01-19,2015-12-12,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,4,1.37,14,325,2275,9884.88
7646637,6,44.0,100.0,180,27.0,22.0,89.0,40122496,David,2015-07-31,US,0.0,within a few hours,100%,100%,f,Ballard,1.0,1.0,"['email', 'phone', 'reviews']",f,"3rd Avenue Northwest, Seattle, WA 98107, United States",Ballard,Fremont,Other neighborhoods,Seattle,98107,47.661194448058396,-122.36124309169884,t,House,Entire home/apt,4,1.0,3.0,5.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",$99.00,"$1,500.00","$5,200.00",$150.00,$35.00,1,$175.00,1,29,3 weeks ago,5,2015-08-10,2015-12-01,92.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,1.01,14,99,1500,5200.0
1069562,5,42.0,38.0,130,15.0,0.0,14.0,2305861,Allison,2012-05-06,"Seattle, Washington, United States",0.0,within an hour,100%,100%,f,Fremont,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,"3rd Avenue Northwest, Seattle, WA 98107, United States",Fremont,Fremont,Other neighborhoods,Seattle,98107,47.65944067320964,-122.35977422243471,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$149.00,,,,$45.00,2,$45.00,1,7,4 days ago,25,2015-02-03,2015-12-26,96.0,10.0,10.0,10.0,10.0,9.0,9.0,t,strict,f,f,1,2.23,15,149,1043,4531.84
119103,4,46.0,195.0,199,75.0,29.0,35.0,601600,Hal,2011-05-18,"Seattle, Washington, United States",12.0,within a few hours,100%,100%,t,Fremont,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,"Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.65198910712297,-122.35026452472036,t,Cabin,Private room,3,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",$79.00,,,$250.00,,2,$10.00,3,7,today,210,2011-06-14,2015-12-21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,2,3.78,7,79,553,2402.78
8687967,5,35.0,49.0,189,73.0,0.0,34.0,45617021,Kurt,2015-10-02,"Seattle, Washington, United States",55.0,within a few hours,80%,100%,f,Fremont,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,"Fremont Avenue North, Seattle, WA 98103, United States",Fremont,Fremont,Other neighborhoods,Seattle,98103,47.65352069804803,-122.35063360430095,t,Apartment,Shared room,1,1.0,1.0,1.0,Futon,"{Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",$40.00,$250.00,,,,1,$0.00,1,4,4 weeks ago,3,2015-10-09,2015-11-27,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,f,f,1,1.02,13,40,250,1086.25
